index,section size,weight,A,d,bf,tw,tf,bf to tf ratio,h to tw ratio,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,Cw,rts
850,WT2.5X9.5,9.5,2.78,2.58,5.03,0.27,0.43,5.85,0,1.01,0.97,0.485,0.604,4.56,2.76,1.81,1.28,0.157,0.0775,0
851,WT2.5X8,8,2.35,2.51,5,0.24,0.36,6.94,0,0.845,0.801,0.413,0.599,3.75,2.28,1.5,1.26,0.0958,0.0453,0
852,WT2X6.5,6.5,1.91,2.08,4.06,0.28,0.345,5.88,0,0.526,0.616,0.321,0.524,1.93,1.46,0.95,1,0.075,0.0233,0
853,MT6.25X6.2,6.2,1.82,6.27,3.75,0.155,0.228,8.22,0,7.29,2.92,1.61,2.01,1,0.839,0.536,0.746,0.0246,0.0284,0
854,MT6.25X5.8,5.8,1.7,6.25,3.5,0.155,0.211,8.29,0,6.94,2.86,1.57,2.03,0.756,0.684,0.432,0.669,0.0206,0.0268,0
855,MT6X5.9,5.9,1.74,6,3.07,0.177,0.225,6.82,0,6.61,2.89,1.61,1.96,0.543,0.575,0.354,0.561,0.0249,0.0337,0
856,MT6X5.4,5.4,1.59,5.99,3.07,0.16,0.21,7.31,0,6.03,2.63,1.46,1.95,0.506,0.532,0.33,0.566,0.0196,0.025,0
857,MT6X5,5,1.48,5.99,3.25,0.149,0.18,9.03,0,5.62,2.45,1.36,1.96,0.517,0.509,0.318,0.594,0.0145,0.0202,0
858,MT5X4.5,4.5,1.33,5,2.69,0.157,0.206,6.53,0,3.47,1.81,1,1.62,0.336,0.403,0.25,0.505,0.0156,0.0138,0
859,MT5X4,4,1.19,4.98,2.69,0.141,0.182,7.39,0,3.08,1.61,0.894,1.62,0.296,0.354,0.22,0.502,0.0112,0.00989,0
860,MT5X3.75,3.75,1.11,5,2.69,0.13,0.173,7.77,0,2.91,1.51,0.836,1.63,0.281,0.334,0.209,0.505,0.00932,0.00792,0
861,MT4X3.25,3.25,0.959,4,2.28,0.135,0.189,6.03,0,1.57,1.01,0.558,1.29,0.188,0.264,0.165,0.444,0.00917,0.00463,0
862,MT4X3.1,3.1,0.911,4,2.28,0.129,0.177,6.44,0,1.5,0.967,0.533,1.29,0.176,0.247,0.154,0.441,0.00778,0.00403,0
863,MT3X2.2,2.2,0.647,3,1.84,0.114,0.171,5.38,0,0.579,0.483,0.268,0.949,0.0897,0.155,0.0973,0.374,0.00494,0.00124,0
864,MT3X1.85,1.85,0.545,2.96,2,0.098,0.129,7.75,0,0.483,0.409,0.226,0.945,0.0863,0.136,0.0863,0.4,0.00265,0.000754,0
865,MT2.5X9.45,9.45,2.78,2.5,5,0.316,0.416,6.01,0,1.05,1.03,0.528,0.617,4.35,2.66,1.74,1.26,0.156,0.0732,0
866,MT2X3,3,0.875,1.9,3.8,0.13,0.16,11.9,0,0.208,0.241,0.133,0.493,0.732,0.588,0.385,0.926,0.00919,0.00193,0
867,ST12X60.5,60.5,17.8,12.3,8.05,0.8,1.09,3.69,0,259,54.5,30.1,3.82,41.5,18.1,10.3,1.53,6.38,27.5,0
868,ST12X53,53,15.6,12.3,7.87,0.62,1.09,3.61,0,216,43.3,24.1,3.72,38.4,16.7,9.76,1.57,5.05,15,0
869,ST12X50,50,14.7,12,7.25,0.745,0.87,4.17,0,215,47.5,26.3,3.83,23.7,12,6.55,1.27,3.76,19.5,0
870,ST12X45,45,13.2,12,7.13,0.625,0.87,4.1,0,190,41.1,22.6,3.79,22.3,11.2,6.27,1.3,3.01,12.1,0
871,ST12X40,40,11.7,12,7,0.5,0.87,4.02,0,162,33.6,18.6,3.72,21,10.4,6,1.34,2.44,6.94,0
872,ST10X48,48,14.1,10.2,7.2,0.8,0.92,3.91,0,143,36.9,20.3,3.18,25,12.5,6.93,1.33,4.16,15,0
873,ST10X43,43,12.7,10.2,7.06,0.66,0.92,3.84,0,124,31.1,17.2,3.13,23.3,11.6,6.59,1.36,3.3,9.17,0
874,ST10X37.5,37.5,11,10,6.39,0.635,0.795,4.02,0,109,28.6,15.8,3.15,14.8,8.36,4.62,1.16,2.28,7.21,0
875,ST10X33,33,9.7,10,6.26,0.505,0.795,3.94,0,92.9,23.4,12.9,3.1,13.7,7.7,4.39,1.19,1.78,4.02,0
876,ST9X35,35,10.3,9,6.25,0.711,0.691,4.52,0,84.5,25.1,14,2.87,12,7.17,3.84,1.08,2.02,7.03,0
877,ST9X27.35,27.35,8.02,9,6,0.461,0.691,4.34,0,62.3,17.3,9.6,2.79,10.4,6.06,3.45,1.14,1.16,2.26,0
878,ST7.5X25,25,7.34,7.5,5.64,0.55,0.622,4.53,0,40.5,14,7.72,2.35,7.79,4.99,2.76,1.03,1.05,2.02,0
879,ST7.5X21.45,21.45,6.3,7.5,5.5,0.411,0.622,4.42,0,32.9,10.8,5.99,2.29,7.13,4.54,2.59,1.06,0.765,0.995,0
880,ST6X25,25,7.33,6,5.48,0.687,0.659,4.17,0,25.1,11,6.04,1.85,7.79,5.16,2.84,1.03,1.36,1.97,0
881,ST6X20.4,20.4,5.96,6,5.25,0.462,0.659,3.98,0,18.9,7.71,4.27,1.78,6.74,4.43,2.57,1.06,0.842,0.787,0
882,ST6X17.5,17.5,5.12,6,5.08,0.428,0.544,4.67,0,17.2,7.12,3.95,1.83,4.92,3.4,1.94,0.98,0.524,0.556,0
883,ST6X15.9,15.9,4.65,6,5,0.35,0.544,4.6,0,14.8,5.94,3.3,1.78,4.66,3.22,1.87,1,0.438,0.364,0
884,ST5X17.5,17.5,5.14,5,4.94,0.594,0.491,5.03,0,12.5,6.58,3.62,1.56,4.15,3.1,1.68,0.899,0.633,0.725,0
885,ST5X12.7,12.7,3.72,5,4.66,0.311,0.491,4.75,0,7.79,3.7,2.05,1.45,3.36,2.49,1.44,0.95,0.3,0.173,0
886,ST4X11.5,11.5,3.38,4,4.17,0.441,0.425,4.91,0,5,3.19,1.76,1.22,2.13,1.84,1.02,0.795,0.271,0.168,0
887,ST4X9.2,9.2,2.7,4,4,0.271,0.425,4.71,0,3.49,2.07,1.14,1.14,1.84,1.59,0.922,0.827,0.167,0.0642,0
888,ST3X8.6,8.6,2.53,3,3.57,0.465,0.359,4.97,0,2.12,1.85,1.02,0.915,1.14,1.17,0.642,0.673,0.181,0.0772,0
889,ST3X6.25,6.25,1.83,3,3.33,0.232,0.359,4.64,0,1.26,1.01,0.547,0.831,0.901,0.93,0.541,0.702,0.083,0.0197,0
890,ST2.5X5,5,1.46,2.5,3,0.214,0.326,4.6,0,0.671,0.65,0.348,0.677,0.597,0.686,0.398,0.638,0.0568,0.01,0
891,ST2X4.75,4.75,1.4,2,2.8,0.326,0.293,4.78,0,0.462,0.592,0.319,0.575,0.444,0.565,0.317,0.564,0.059,0.01,0
892,ST2X3.85,3.85,1.13,2,2.66,0.193,0.293,4.54,0,0.307,0.381,0.198,0.522,0.374,0.485,0.281,0.576,0.0364,0.00457,0
893,ST1.5X3.75,3.75,1.1,1.5,2.51,0.349,0.26,4.83,0,0.2,0.351,0.187,0.426,0.289,0.411,0.23,0.513,0.0432,0.00496,0
894,ST1.5X2.85,2.85,0.83,1.5,2.33,0.17,0.26,4.48,0,0.114,0.196,0.097,0.37,0.223,0.328,0.192,0.518,0.0216,0.00189,0
895,2L12X12X1-3/8,210,62.2,12,0,0,0,0,0,826,176,97.2,3.64,1590,218,133,5.06,0,0,0
896,2L12X12X1-3/8X3/4,210,62.2,12,0,0,0,0,0,826,176,97.2,3.64,1760,241,142,5.32,0,0,0
897,2L12X12X1-3/8X1-1/2,210,62.2,12,0,0,0,0,0,826,176,97.2,3.64,1950,264,153,5.6,0,0,0
898,2L12X12X1-1/4,193,56.8,12,0,0,0,0,0,762,161,89.2,3.66,1440,196,120,5.04,0,0,0
899,2L12X12X1-1/4X3/4,193,56.8,12,0,0,0,0,0,762,161,89.2,3.66,1590,217,128,5.29,0,0,0
900,2L12X12X1-1/4X1-1/2,193,56.8,12,0,0,0,0,0,762,161,89.2,3.66,1760,239,138,5.57,0,0,0
901,2L12X12X1-1/8,174,51.6,12,0,0,0,0,0,700,147,81.4,3.68,1300,176,108,5.02,0,0,0
902,2L12X12X1-1/8X3/4,174,51.6,12,0,0,0,0,0,700,147,81.4,3.68,1440,195,116,5.28,0,0,0
903,2L12X12X1-1/8X1-1/2,174,51.6,12,0,0,0,0,0,700,147,81.4,3.68,1590,215,125,5.55,0,0,0
904,2L12X12X1,156,46,12,0,0,0,0,0,630,132,73,3.7,1150,155,95.8,5,0,0,0
905,2L12X12X1X3/4,156,46,12,0,0,0,0,0,630,132,73,3.7,1270,172,103,5.25,0,0,0
906,2L12X12X1X1-1/2,156,46,12,0,0,0,0,0,630,132,73,3.7,1410,189,111,5.54,0,0,0
907,2L10X10X1-3/8,174,51.2,10,0,0,0,0,0,462,120,66,3,923,154,92.3,4.25,0,0,0
908,2L10X10X1-3/8X3/4,174,51.2,10,0,0,0,0,0,462,120,66,3,1050,173,101,4.53,0,0,0
909,2L10X10X1-3/8X1-1/2,174,51.2,10,0,0,0,0,0,462,120,66,3,1180,192,110,4.8,0,0,0
910,2L10X10X1-1/4,160,46.8,10,0,0,0,0,0,426,110,60.4,3.02,833,138,83.3,4.22,0,0,0
911,2L10X10X1-1/4X3/4,160,46.8,10,0,0,0,0,0,426,110,60.4,3.02,943,156,90.9,4.49,0,0,0
912,2L10X10X1-1/4X1-1/2,160,46.8,10,0,0,0,0,0,426,110,60.4,3.02,1070,173,99.5,4.78,0,0,0
913,2L10X10X1-1/8,145,42.6,10,0,0,0,0,0,392,100,55.2,3.03,750,124,75,4.2,0,0,0
914,2L10X10X1-1/8X3/4,145,42.6,10,0,0,0,0,0,392,100,55.2,3.03,849,140,81.8,4.46,0,0,0
915,2L10X10X1-1/8X1-1/2,145,42.6,10,0,0,0,0,0,392,100,55.2,3.03,960,155,89.3,4.75,0,0,0
916,2L10X10X1,129,38,10,0,0,0,0,0,354,90,49.6,3.05,665,109,66.5,4.18,0,0,0
917,2L10X10X1X3/4,129,38,10,0,0,0,0,0,354,90,49.6,3.05,752,123,72.5,4.45,0,0,0
918,2L10X10X1X1-1/2,129,38,10,0,0,0,0,0,354,90,49.6,3.05,849,137,79,4.73,0,0,0
919,2L10X10X7/8,114,33.6,10,0,0,0,0,0,316,79.8,43.8,3.07,579,94.1,57.9,4.15,0,0,0
920,2L10X10X7/8X3/4,114,33.6,10,0,0,0,0,0,316,79.8,43.8,3.07,655,107,63.1,4.42,0,0,0
921,2L10X10X7/8X1-1/2,114,33.6,10,0,0,0,0,0,316,79.8,43.8,3.07,739,119,68.7,4.69,0,0,0
922,2L10X10X3/4,98.2,29,10,0,0,0,0,0,278,69.2,38.4,3.1,499,80,49.9,4.15,0,0,0
923,2L10X10X3/4X3/4,98.2,29,10,0,0,0,0,0,278,69.2,38.4,3.1,563,90.9,54.3,4.41,0,0,0
924,2L10X10X3/4X1-1/2,98.2,29,10,0,0,0,0,0,278,69.2,38.4,3.1,635,102,59.1,4.68,0,0,0
925,2L8X8X1-1/8,114,33.6,8,0,0,0,0,0,196,63.2,35,2.41,391,80.6,48.9,3.41,0,0,0
926,2L8X8X1-1/8X3/8,114,33.6,8,0,0,0,0,0,196,63.2,35,2.41,421,86.9,51.4,3.54,0,0,0
927,2L8X8X1-1/8X3/4,114,33.6,8,0,0,0,0,0,196,63.2,35,2.41,455,93.2,54.3,3.68,0,0,0
928,2L8X8X1,102,30.2,8,0,0,0,0,0,178,57,31.6,2.43,347,71.3,43.4,3.39,0,0,0
929,2L8X8X1X3/8,102,30.2,8,0,0,0,0,0,178,57,31.6,2.43,374,76.9,45.7,3.52,0,0,0
930,2L8X8X1X3/4,102,30.2,8,0,0,0,0,0,178,57,31.6,2.43,405,82.6,48.4,3.66,0,0,0
931,2L8X8X7/8,90,26.6,8,0,0,0,0,0,159,50.6,28,2.45,300,61.4,37.5,3.36,0,0,0
932,2L8X8X7/8X3/8,90,26.6,8,0,0,0,0,0,159,50.6,28,2.45,326,66.4,39.8,3.5,0,0,0
933,2L8X8X7/8X3/4,90,26.6,8,0,0,0,0,0,159,50.6,28,2.45,351,71.4,41.9,3.63,0,0,0
934,2L8X8X3/4,77.8,23,8,0,0,0,0,0,140,44,24.4,2.46,257,52,32.1,3.34,0,0,0
935,2L8X8X3/4X3/8,77.8,23,8,0,0,0,0,0,140,44,24.4,2.46,277,56.3,33.8,3.47,0,0,0
936,2L8X8X3/4X3/4,77.8,23,8,0,0,0,0,0,140,44,24.4,2.46,300,60.6,35.8,3.61,0,0,0
937,2L8X8X5/8,65.4,19.4,8,0,0,0,0,0,119,37.2,20.6,2.48,214,42.8,26.8,3.32,0,0,0
938,2L8X8X5/8X3/8,65.4,19.4,8,0,0,0,0,0,119,37.2,20.6,2.48,231,46.5,28.2,3.45,0,0,0
939,2L8X8X5/8X3/4,65.4,19.4,8,0,0,0,0,0,119,37.2,20.6,2.48,249,50.1,29.7,3.58,0,0,0
940,2L8X8X9/16,59.2,17.5,8,0,0,0,0,0,108,33.6,18.7,2.49,192,38.4,24,3.31,0,0,0
941,2L8X8X9/16X3/8,59.2,17.5,8,0,0,0,0,0,108,33.6,18.7,2.49,207,41.7,25.3,3.44,0,0,0
942,2L8X8X9/16X3/4,59.2,17.5,8,0,0,0,0,0,108,33.6,18.7,2.49,223,45,26.6,3.57,0,0,0
943,2L8X8X1/2,52.8,15.7,8,0,0,0,0,0,97.6,30.2,16.7,2.49,171,34,21.4,3.3,0,0,0
944,2L8X8X1/2X3/8,52.8,15.7,8,0,0,0,0,0,97.6,30.2,16.7,2.49,185,37,22.6,3.43,0,0,0
945,2L8X8X1/2X3/4,52.8,15.7,8,0,0,0,0,0,97.6,30.2,16.7,2.49,199,39.9,23.8,3.56,0,0,0
946,2L6X6X1,74.8,22,6,0,0,0,0,0,70.8,30.8,17.1,1.79,146,40.9,24.3,2.58,0,0,0
947,2L6X6X1X3/8,74.8,22,6,0,0,0,0,0,70.8,30.8,17.1,1.79,163,45,26.3,2.72,0,0,0
948,2L6X6X1X3/4,74.8,22,6,0,0,0,0,0,70.8,30.8,17.1,1.79,180,49.2,28.2,2.86,0,0,0
949,2L6X6X7/8,66.2,19.5,6,0,0,0,0,0,63.8,27.4,15.2,1.81,128,35.3,21.3,2.56,0,0,0
950,2L6X6X7/8X3/8,66.2,19.5,6,0,0,0,0,0,63.8,27.4,15.2,1.81,142,39,22.9,2.7,0,0,0
951,2L6X6X7/8X3/4,66.2,19.5,6,0,0,0,0,0,63.8,27.4,15.2,1.81,157,42.6,24.6,2.84,0,0,0
952,2L6X6X3/4,57.4,16.9,6,0,0,0,0,0,56.2,23.8,13.3,1.82,109,29.9,18.2,2.54,0,0,0
953,2L6X6X3/4X3/8,57.4,16.9,6,0,0,0,0,0,56.2,23.8,13.3,1.82,120,33.1,19.4,2.67,0,0,0
954,2L6X6X3/4X3/4,57.4,16.9,6,0,0,0,0,0,56.2,23.8,13.3,1.82,133,36.3,20.9,2.81,0,0,0
955,2L6X6X5/8,48.4,14.3,6,0,0,0,0,0,48.2,20.2,11.3,1.84,90.8,24.5,15.1,2.52,0,0,0
956,2L6X6X5/8X3/8,48.4,14.3,6,0,0,0,0,0,48.2,20.2,11.3,1.84,100,27.2,16.2,2.65,0,0,0
957,2L6X6X5/8X3/4,48.4,14.3,6,0,0,0,0,0,48.2,20.2,11.3,1.84,111,29.9,17.4,2.79,0,0,0
958,2L6X6X9/16,43.8,12.9,6,0,0,0,0,0,44,18.4,10.2,1.85,81.3,21.9,13.6,2.51,0,0,0
959,2L6X6X9/16X3/8,43.8,12.9,6,0,0,0,0,0,44,18.4,10.2,1.85,89.9,24.3,14.5,2.64,0,0,0
960,2L6X6X9/16X3/4,43.8,12.9,6,0,0,0,0,0,44,18.4,10.2,1.85,99.7,26.8,15.6,2.78,0,0,0
961,2L6X6X1/2,39.2,11.5,6,0,0,0,0,0,39.8,16.4,9.18,1.86,71.9,19.3,12,2.5,0,0,0
962,2L6X6X1/2X3/8,39.2,11.5,6,0,0,0,0,0,39.8,16.4,9.18,1.86,79.5,21.4,12.8,2.63,0,0,0
963,2L6X6X1/2X3/4,39.2,11.5,6,0,0,0,0,0,39.8,16.4,9.18,1.86,87.6,23.6,13.7,2.76,0,0,0
964,2L6X6X7/16,34.4,10.2,6,0,0,0,0,0,35.2,14.5,8.12,1.86,63.2,16.8,10.5,2.49,0,0,0
965,2L6X6X7/16X3/8,34.4,10.2,6,0,0,0,0,0,35.2,14.5,8.12,1.86,70,18.7,11.3,2.62,0,0,0
966,2L6X6X7/16X3/4,34.4,10.2,6,0,0,0,0,0,35.2,14.5,8.12,1.86,77.1,20.6,12.1,2.75,0,0,0
967,2L6X6X3/8,29.8,8.76,6,0,0,0,0,0,30.8,12.5,7.02,1.87,53.9,14.2,8.98,2.48,0,0,0
968,2L6X6X3/8X3/8,29.8,8.76,6,0,0,0,0,0,30.8,12.5,7.02,1.87,59.2,15.8,9.57,2.6,0,0,0
969,2L6X6X3/8X3/4,29.8,8.76,6,0,0,0,0,0,30.8,12.5,7.02,1.87,65.8,17.5,10.3,2.74,0,0,0
970,2L6X6X5/16,24.8,7.34,6,0,0,0,0,0,26,10.5,5.9,1.88,44.8,11.7,7.47,2.47,0,0,0
971,2L6X6X5/16X3/8,24.8,7.34,6,0,0,0,0,0,26,10.5,5.9,1.88,49.2,13.1,7.95,2.59,0,0,0
972,2L6X6X5/16X3/4,24.8,7.34,6,0,0,0,0,0,26,10.5,5.9,1.88,54.3,14.5,8.52,2.72,0,0,0
973,2L5X5X7/8,54.4,16,5,0,0,0,0,0,35.6,18.6,10.3,1.49,74.6,25,14.9,2.16,0,0,0
974,2L5X5X7/8X3/8,54.4,16,5,0,0,0,0,0,35.6,18.6,10.3,1.49,84.6,28,16.3,2.3,0,0,0
975,2L5X5X7/8X3/4,54.4,16,5,0,0,0,0,0,35.6,18.6,10.3,1.49,95.3,31,17.7,2.44,0,0,0
